symbol,industry,sector,longBusinessSummary,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,dividendRate,dividendYield,payoutRatio,fiveYearAvgDividendYield,enterpriseValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,lastDividendValue,lastDividendDate,totalDebt,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
SEFER.PA,Building Products & Equipment,Industrials,"SergeFerrari Group SA designs, develops, manufactures, and sells composite materials for lightweight architectural and outdoor applications in France and internationally. It provides its products for solar protection, tensile architecture, modular structures, and furniture/marine markets. The company offers solutions for indoor and outdoor blind, and terrace blind and awnings; tensile roof and shading structure; indoor and outdoor acoustic treatment; bioclimatic facade, including building construction and renovation; and waterproof breathable membrane applications. It also provides products and solutions for modular structure, visual communication for printed advertisement, protection, environment, and yachting applications. In addition, the company offers outdoor sling seats and membranes for garden furniture; and upholstery for indoor and outdoor furniture. The company was founded in 1973 and is headquartered in Saint-Jean-de-Soudain, France.",1244.0,,,,,,0.12,0.0212,1.0,1.05,194552816.0,4.98,7.45,5.3274,0.12,1719532800.0,143776000.0,58321876.0,60311000.0,,-0.078,0.46887
ELIOR.PA,Restaurants,Consumer Cyclical,"Elior Group SA offers contract catering and support services in France and internationally. The company provides contract catering services to business and industry, education, and healthcare sectors under the Elior brand. It also offers a range of value-added services under the Elior Services brand, such as cleaning services, facility management, electrical and climate engineering, multi-technology maintenance, hosting and reception services, remote surveillance, energy efficiency, public lighting, green spaces, temporary employment agencies, and subcontracting in the engineering and aerospace industries, etc. The company operates approximately 20,250 restaurants and points of sale. Elior Group SA was founded in 1991 and is headquartered in Paris, France.",132783.0,8.0,9.0,8.0,1.0,9.0,,,,3.17,2043606016.0,2.136,4.484,2.63052,0.29,1586217600.0,1336999936.0,186000000.0,208000000.0,,0.26,0.16240999
WLN.PA,Software - Infrastructure,Technology,"Worldline SA provides payments and transactional services for financial institutions, merchants, corporations, and government agencies in Northern Europe, Central and Eastern Europe, Southern Europe, the Asia Pacific, the Americas, and internationally. It operates through Merchant Services; Financial Services; and Mobility & e-Transactional Services segments. The Merchant Services segment offers commercial acquiring, omnichannel payment acceptance, and digital retail services. The Financial Services segment provides issuing processing, acquiring processing, digital banking, and account payments services. The Mobility & e-Transactional Services segment offers trusted digitization, e-ticketing, and e-consumer and mobility solutions. The company was formerly known as Atos Worldline S.A.S. and changed its name to Worldline SA in April 2014. Worldline SA was founded in 1973 and is headquartered in Puteaux, France.",18271.0,4.0,4.0,2.0,6.0,3.0,,,,,5279355904.0,5.866,12.83,7.88056,,,4186299904.0,453487488.0,657299968.0,,0.021,0.6631
VLTSA.PA,Utilities - Renewable,Utilities,"Voltalia SA engages in the production of electricity from renewable energy sources. It operates through two segments, Energy Sales, and Services. The company develops, constructs, operates, and maintains wind, solar, hydro, biomass, and storage plants. It also develops and sells projects, and procures equipment for solar power plants, as well as provides operations and maintenance services. As of December 31, 2022, the company operated solar power plant with an installed capacity of 49.9 MW. It operates in Africa, the Middle East, Asia, other Europe, Brazil, and Latin America. The company was incorporated in 2005 and is headquartered in Paris, France. Voltalia SA operates as a subsidiary of Voltalia Investissement SA.",2010.0,6.0,7.0,10.0,8.0,8.0,,,,,2926385152.0,5.82,12.1,7.12,,,2199617024.0,-490200992.0,98949000.0,,0.277,0.81613
OSE.PA,Biotechnology,Healthcare,"OSE Immunotherapeutics SA, a clinical-stage biotechnology company, develops immunotherapies in the areas of immune-oncology and immune-inflammation in France and internationally. Its products include Tedopi that is in Phase III clinical trial for the treatment of non-small cell lung cancer, as well as in Phase II clinical trial to pancreatic and ovarian cancer; OSE-279, which is in a Phase I/II clinical trial in patients with advanced solid tumors or lymphomas; OSE-127, a humanized monoclonal antibody that is in Phase II clinical trial for the treatment of ulcerative colitis, as well as Sjögren's Syndrome; and FR104, which is in Phase I clinical trial for the treatment of rheumatoid arthritis. The company is also developing BI 765063, which is in Phase I clinical trial to treat solid tumors; OSE-230, an agonist antibody against ChemR23 to resolve chronic inflammation; CLEC-1, a therapeutic target in immune-oncology and identified monoclonal antibody antagonists; and BiCKI, a novel bispecific checkpoint inhibitor platform that targets PD-1 to fight primary and secondary resistance mechanisms developed by cancers. OSE Immunotherapeutics SA has collaborations and partnerships with GERCOR, ARCAGY-GINECO, Foundation FoRT, and Nantes University Hospital; and Boehringer Ingelheim, MabSilico, CKD, Servier, Veloxis Pharmaceuticals, and Chong Kun Dang Pharmaceutical Corporation. The company was formerly known as OSE Pharma SA and changed its name to OSE Immunotherapeutics SA in May 2016. OSE Immunotherapeutics SA was founded in 2012 and is headquartered in Nantes, France.",52.0,,,,,,,,,,106743056.0,3.115,11.58,7.1622,,,43885000.0,40614376.0,58358000.0,,59.805,1.0
ABVX.PA,Biotechnology,Healthcare,"ABIVAX Société Anonyme, a clinical-stage biotechnology company, focuses on developing therapeutics that harness the body's natural regulatory mechanisms to stablize the immune response in patients with chronic inflammatory diseases. The company is evaluating its lead drug candidate, obefazimod, in Phase 3 clinical trials for the treatment of moderately to severely active ulcerative colitis in adults. ABIVAX Société Anonyme was incorporated in 2013 and is headquartered in Paris, France.",62.0,9.0,9.0,10.0,7.0,10.0,,,,,248438480.0,5.62,15.42,6.8602,,,113362000.0,-89297752.0,-154706000.0,,2.019,1.0
POXEL.PA,Biotechnology,Healthcare,"Poxel S.A., a clinical-stage biopharmaceutical company, develops novel treatments for metabolic diseases, type 2 diabetes, and liver diseases. The company's lead product is TWYMEEG (Imeglimin), an oral drug candidate that targets mitochondrial dysfunction and approved for the treatment of type 2 diabetes in Japan. It also develops PXL770, an adenosine monophosphate-activated protein kinase enzyme, which is in a Phase 2a clinical trial that treats chronic metabolic diseases, including diseases that affect the liver, such as non-alcoholic steatohepatitis (NASH); PXL065, an earlier stage programs that is in Phase 2 for the treatment of NASH focusing on chronic and rare metabolic indications. The company has a licensing agreement with Enyo Pharma S.A.S. for the development of farnesoid X receptor that is in Phase 2a study for the treatment of hepatitis B and NASH; and DeuteRx LLC for the development of PXL065, a mitochondrial dysfunction; and Sumitomo Pharma for development and commercialization of Imeglimin. Poxel S.A. was incorporated in 2009 and is headquartered in Lyon, France.",6.0,2.0,9.0,10.0,4.0,10.0,,,,,56600524.0,0.115,0.898,0.19943,,,48764000.0,-5248875.0,-13978000.0,,0.736,0.0005
ELIS.PA,Specialty Business Services,Industrials,"Elis SA provides flat linen, workwear, and hygiene and well-being solutions in France, Central Europe, Scandinavia, Eastern Europe, the United Kingdom, Ireland, Latin America, Southern Europe, and internationally. The company offers table, bed, kitchen, patient, and bath linens; workwear and personal protective equipment; beverage solutions, such as water coolers and accessories, cups and bottles, and coffee machines; floor protection mats and mops; industrial wipers; and pest and rodent control, insect control, or disinfection services. It provides washroom hygiene services, such as hand washing and drying, toilet hygiene and urinals, lavatories, and air fragrancing; and reusable cleanroom garments, footwear, goggles, and related contamination control solutions, as well as cleaning systems. In addition, the company offers various solutions for collection and disposal of infectious waste, as well as laundry facilities. It serves the catering, accommodation, healthcare and social welfare, industries, trade and retail, and services sectors, as well as public authorities and administration. The company was founded in 1883 and is headquartered in Saint-Cloud, France.",54892.0,5.0,2.0,4.0,6.0,3.0,0.43,0.0226,0.4388,,8267291648.0,17.64,23.58,19.1636,0.43,1716768000.0,4215399936.0,410362496.0,1398300032.0,-0.183,0.069,0.32814
PWG.PA,Computer Hardware,Technology,"Prodways Group SA manufactures and sells industrial and professional 3D printers in France and internationally. The company operates in two segments, Systems and Products. It offers machines, such as 3D printing systems that include lost wax, DLP15resin, and laser sintering; and other related premium materials and services, as well as offers 3D design, simulation, and optimization software. The company also provides metal and plastic parts; orthopedic insoles for podiatry application; orthodontic pieces and dental trays, mouthpieces dental application; and hearing aid tips and custom hearing protection products for audiology application. It serves aerospace and defence, healthcare, automotive, consumer goods, and jewellery sectors. Prodways Group SA was founded in 2013 and is headquartered in Paris, France.",416.0,7.0,10.0,6.0,7.0,9.0,,,,,39357920.0,0.411,1.15,0.54996,,,22957000.0,-833500.0,2046000.0,-0.623,-0.282,0.53169
ABNX.PA,Biotechnology,Healthcare,"ABIONYX Pharma SA, a biotech company, discovers and develops therapies for the treatment of renal and ophthalmological diseases. It develops CER-001, a negatively-charged lipoprotein particle which contains human recombinant apoA-I, the natural high density lipoprotein (HDL) protein, and sphingomyelin and dipalmitoylphosphatidylglycerol natural phospholipids designed to mimicks the structural and functional biological properties of pre-beta HDL for the treatment of post-acute coronary syndrome patients and familial primary hypoalphalipoproteinemia patients; CER-002, a peroxisome proliferator-activated receptor delta specific agonist for the treatment of cardiovascular and metabolic diseases; and CER-209, a drug candidate for the treatment of metabolic diseases in the liver, as well as atherosclerois and non-alcoholic steato-hepatitis. The company was formerly known as Cerenis Therapeutics Holding SA and changed its name to ABIONYX Pharma SA in August 2019. ABIONYX Pharma SA was founded in 2005 and is based in Balma, France.",61.0,,,,,,,,,,37337160.0,0.91,1.5,1.25556,,,3171000.0,-1954375.0,-3033000.0,,0.102,0.19193001
SPIE.PA,Engineering & Construction,Industrials,"SPIE SA provides multi-technical services in the areas of energy and communications in France, Germany, the Netherlands, and internationally. The company operates through four segments: France; Germany and Central Europe; North-Western Europe; and Oil & Gas and Nuclear. It provides building modelling and design services; IT maintenance and managed services; information and communications technology engineering and consulting services; technical facility management, energy-efficiency, and technical services for the transmission and distribution of energy for industrial clients, as well as in the areas of electrical and security, HVAC, and information and communications technology; and electrical, mechanical, and HVAC engineering services. The company also offers building information modelling, building management systems, augmented reality, IoT and data management, and smart maintenance services; oil and gas services; construction, renovation, and maintenance services for bridges, locks, and pumping stations; maintenance and innovative solutions for traffic infrastructure; and fixed and mobile digital telecom networks, as well as technical building management, communications and networks, and tech FM services; engineering, construction, maintenance, and optimization services for industrial processes; energy recovery and sustainable management services to technical facilities; and energy transmission networks, medium-voltage facilities, distribution networks, busbar systems, and wind and solar power farms. In addition, it engages in the analysis of site conditions; planning, installation, and commissioning of technology; mechanical and industrial robotic solutions; and provision of electric solutions comprising lighting, street lighting, safety and security, prefabrication, and signage solutions. SPIE SA was founded in 1900 and is headquartered in Cergy-Pontoise, France.",49725.0,2.0,4.0,3.0,5.0,3.0,0.86,0.026700001,0.6215,,7899988480.0,28.84,38.6,30.2992,0.25,1726617600.0,2941039104.0,603376000.0,834382016.0,-0.227,0.125,0.0863
,,,,,,,,,,,,,,,,,,,,,,,,,
EQS.PA,Health Information Services,Healthcare,"Equasens Société anonyme provides healthcare IT solutions in Europe. The company develops electronic equipment, digital and robotic health, and equipment lease financing solutions. It also offers id., a pharmacy management software suite; id. PATIENT for the exchange of healthcare data; id. VENTE, which facilitates and secures prescription sales; id. COMMANDE, which manages orders and inventory; dispensing robots; Ségur id. services; FARMACLICK, a communication protocol; DIFARM, a modular solution for wholesalers-distributors; and PHARE, a retail management tool. In addition, the company offers patient medication adherence, patient loyalty, point-of-sale commercial performance, piloting pharmacy operations, pharmacy team training, securing pharmacy operations and health data, and digital communication solutions; and in-home nursing services and hospital-at-home, hospitals, and telemedicine solutions. Further, it provides id. DESK, an informative and interactive dashboard; id. UP!, a smartphone app; id. EASYQ, a queuing management solution; Miaterapia, a patient app; and MediStory for tracking patient records; ExpressVitale module; and MEDILINK, a health data hosting provider. Additionally, the company offers KAP&LINK2, a terminal with smart card and NFC reader; eS-KAP-Ad, a mobile device with a pre-loaded software; KAP-INSIDE, a mobile terminal; TI-KAP, which allows access to contact and contactless cards; AUTHENTIFICATEUR, a patented patient authentication system; KAP'TEUR by KAPELSE, a patented universal sensor; and NOVIAcare, which analyzes the behavior and activity of the elderly. It serves nursing homes, hospitals, in-house nursing care and hospital-at-home programs, regional health professional communities, multidisciplinary group practices, and individual healthcare professionals. The company was incorporated in 1996 and is headquartered in Villers-les-Nancy, France. Equasens Société anonyme is a subsidiary of Marque Verte Sante.",1271.0,10.0,9.0,9.0,2.0,9.0,1.25,0.0344,0.4012,1.52,588029632.0,35.85,67.4,40.796,1.25,1719878400.0,53002000.0,14120000.0,49126000.0,-0.213,-0.041,0.29679
SRP.PA,Internet Retail,Consumer Cyclical,"SRP Groupe S.A. engages in the e-commerce business in France and internationally. The company operates Showroomprive.com, an online sales event site specialized in fashion; Beautéprivée, an online beauty sales event site; and Saldiprivati, a fashion site specializing in sales events. It also offers media advertising and logistics advisory services; develops and creates content optimized for e-commerce; operates a marketplace to assist retailers who want to sell their products directly; and supports brands in promoting and enhancing their CSR commitments. In addition, the company offers sport, maternity, work, and cocooning wear for women under the Collection IRL brand. The company was founded in 2006 and is headquartered in Saint-Denis, France.",1167.0,5.0,8.0,8.0,9.0,8.0,,,,,91021208.0,0.668,1.16,0.8112,,,55090000.0,969125.0,3313000.0,,-0.04,0.38089
FDE.PA,Oil & Gas E&P,Energy,"La Française de l'Energie S.A., together with its subsidiaries, operates as a carbon-negative energy production company in France and internationally. It engages in the generation of electricity and heat though photovoltaic plants; purification and liquefaction of biogas, landfill gas, flare gas, rare gases, etc.; and production of carbon dioxide and hydrogen. The company was founded in 2006 and is headquartered in Faulquemont, France.",,,,,,,,,,,,17.84,45.1,22.5682,,,81149000.0,,,,-0.214,1.0
MDM.PA,Home Improvement Retail,Consumer Cyclical,"Maisons du Monde S.A., through its subsidiaries, provides home and living room related products in France and internationally. The company's decorative products include bed linen products, carpets, candles, pillows and cushions, clocks, tableware, lamps, kitchen utensils, mirrors and frames, vases, storage units, curtains and net curtains, and bath products. It also provides furniture, such as sofas, chairs, beds, mattresses and bedframes, floor lamps, tables, and junior furniture; and tables and storage units comprising bookshelves, wardrobes, and cupboards, as well as outdoor furniture. In addition, the company offers warehouse logistics and order preparation services, as well as container transport services between harbor and warehouses. It provides its products under the Maisons du Monde brand. The company was founded in 1996 and is based in Vertou, France.",6333.0,8.0,2.0,4.0,1.0,2.0,0.06,0.0152,1.4286,,817860480.0,3.26,5.56,4.0587,0.06,1719964800.0,686481984.0,107794376.0,179354000.0,,-0.097,0.63644004
DIM.PA,Medical Instruments & Supplies,Healthcare,"Sartorius Stedim Biotech S.A. engages in the production and sale of instruments and consumables for the biopharmaceutical industry worldwide. The company offers various products, such as cell lines; cell culture media; bioreactors; advanced therapies; and a range of products for separation, purification, and concentration processes, as well as products and systems for storage and transportation of intermediate and finished biological products. It also provides cell cultivation, fermentation, separation, purification, and fluid management services; biolayer interferometry instruments; microbiology enumeration, sterility testing, and air monitoring instruments; pipette products; sensors and analyzers; biomolecule analysis tools; flow cytometry; batch and intensified chromatography systems; lab data and fleet management software; live cell imaging and analysis; surface plasmon resonance solutions; and weighing products. In addition, the company offers data analytics software for modeling and optimizing processes of biopharmaceutical development and production; process automation platform and software; and develops and produces transfection, as well as other DNA/RNA delivery reagents and plasmid DNA. It serves manufacturers of medications, vaccines, foods, and chemicals, as well as research and development laboratories. The company was incorporated in 1978 and is headquartered in Aubagne, France. As of December 31, 2023, Sartorius Stedim Biotech S.A. operates as a subsidiary of Sartorius AG.",10082.0,2.0,4.0,7.0,8.0,6.0,0.69,0.0032,0.3812,0.5,23482345472.0,139.1,281.0,195.393,0.69,1712016000.0,2831699968.0,221750000.0,866300032.0,-0.071,-0.017,0.43333998
FR.PA,Auto Parts,Consumer Cyclical,"Valeo SE designs, produces, and sells products and systems for automakers in France, other European countries, Africa, North America, South America, and Asia. The company operates through four segments: Comfort & Driving Assistance Systems, Powertrain Systems, Thermal Systems, and Visibility Systems. It offers parking and driving assistance products, such as ultrasonic sensors, radars, and cameras to detect obstacles around vehicles; intuitive control products; and a range of connectivity solutions from short-range to long-range connectivity, as well as develops systems that enable the integration of applications, such as car sharing services and remote parking systems. The company also provides powertrain systems, including electric powertrain systems for electric cars; torque converters, dual dry and wet clutches, dual mass flywheels, and actuators that enable the automation of transmissions to reduce fuel consumption and enhance driving comfort; and clean engines for vehicles. In addition, it designs and manufactures systems, modules, and components to optimize thermal energy management of vehicles and passenger comfort in the cabin. Further, the company designs and produces lighting and wiper systems for drivers in various weather conditions. Additionally, it offers original equipment spares to auto manufacturers; and replacement parts and accessories to independent aftermarket for passenger cars and commercial vehicles, as well as products for heavy commercial vehicles. The company was incorporated in 1923 and is headquartered in Paris, France.",109600.0,3.0,3.0,2.0,5.0,2.0,0.4,0.0388,0.404,2.35,7292115968.0,7.378,13.495,9.3863,0.4,1716854400.0,7036000256.0,503375008.0,2952000000.0,0.182,-0.008,0.18652001
,,,,,,,,,,,,,,,,,,,,,,,,,
SIGHT.PA,Biotechnology,Healthcare,"GenSight Biologics S.A., a clinical-stage biotechnology company, discovers, develops, and commercializes therapies for mitochondrial and neurodegenerative retinal diseases of the eye and central nervous system. The company develops its products through gene therapy-based mitochondrial targeting sequence and optogenetics technology platforms. Its lead product candidates include LUMEVOQ (GS010), a recombinant AAV2-based gene therapy, which is in Phase III clinical trials for the treatment of leber hereditary optic neuropathy caused by a mutated ND4 gene; and GS030, which is in Phase I/II clinical trial for the treatment of retinitis pigmentosa, as well as in preclinical stage to treat dry age-related macular degeneration. The company is also developing products that are in preclinical stage targeting ophthalmic and neurodegenerative diseases. It has license agreements with Sorbonne Université, CNRS, Inserm and SATT Lutech; Inserm Transfert S.A, Genethon, and Harvard; Massachusetts Institute of Technology; Novartis Pharma AG; Sorbonne University, Centre National de la Recherche Scientifique, Institut National de la Santé et de la Recherche Médicale and Satt Lutech; Association Française contre les Myopathies, Inserm Transfert S.A; and non-exclusive license agreement with Adverum Biotechnologies. The company was incorporated in 2012 and is headquartered in Paris, France.",11.0,10.0,10.0,10.0,4.0,10.0,,,,,47174164.0,0.23,0.598,0.29397,,,22681000.0,-8391375.0,-15800000.0,,-0.364,1.0
ABEO.PA,Leisure,Consumer Cyclical,"Abéo SA engages in the design, manufacture, and distribution of sports and leisure equipment in France and internationally. It offers gymnastics equipment and facilities, gym mats, team sports equipment, physical education, trampoline parks, and artificial climbing walls, as well as changing room layouts, cabins, cupboards, and lockers. It offers its products under the GYMNOVA, JANSSEN-FRITSEN, SPIETH GYMNASTICS, SCHELDE SPORTS, SPIETH AMERICA, SPORTSAFE, ERHARD SPORT, ADEC SPORT, O'JUMP, CANNICE, BOSAN, PCV, VOGOSCOPE, BIGAIRBAG, BRICK, EP, CLIP'N CLIMB, TOP30, DOCK 39, FUN SPOT, CLIMBAT, FRANCE EQUIPEMENT, META, PROSPEC, NAVIC, SANITEC, SUFFIXE, and SANELITE brands. The company was founded in 1955 and is headquartered in Rioz, France.",1422.0,,,,,,0.2,0.0197,0.8124,,172217600.0,8.36,14.4,10.5616,0.2,1722211200.0,107440000.0,12865000.0,16143000.0,,,0.61575
SMCP.PA,Apparel Retail,Consumer Cyclical,"SMCP S.A. operates as a ready-to-wear and accessories retail company in France and internationally. The company offers suits and coats, ready-to-wear products, bags, shoes and accessories; fluidity and structure, lace and embroidery, knitwear and leather; and clothing, as well as footwear, jewellery, scarves, belts, and other accessories. It also provides trench coats, babydoll dresses, sailor tops, and new workwear products; and urban casual and evening wear; and outerwear, knitwear, and shirts. It sells its products through a network of points of sale, stores, and websites, as well as corners in department stores under the Sandro, Maje, Claudie Pierlot, and Fursac brand names. SMCP S.A. was founded in 1984 and is headquartered in Paris, France.",6749.0,8.0,1.0,6.0,6.0,4.0,,,,,947634240.0,1.72,3.76,3.3386,,,745100032.0,116962496.0,216300000.0,,-0.04,0.63051
SOI.PA,Semiconductor Equipment & Materials,Technology,"Soitec SA designs and manufactures semiconductor materials worldwide. Its products are used to manufacture chips that are used in smart phones, tablets, computers, IT servers, and data centers, as well as electronic components in cars, connected devices, and industrial and medical equipment. It provides CONNECT Radio Frequency Silicon-on-Insulator (RF-SOI) for smartphone front-end modules; CONNECT Piezoelectric-on-Insulator RF filters for smartphone; and CONNECT RF gallium nitride for 5g infrastructure base stations and smartphones, as well as CONNECT Fully Depleted Silicon-On-Insulator (FD-SOI). The company also offers Auto Power-SOI product for automotive and industrial markets; Auto Smartsic for green mobility; and AUTO POWER-allium nitride for power efficiency, as well as AUTO FD-SOI for automotive radar and processors. In addition, it provides Smart photonics-SOI products for optical networking; Smart Imager-SOI products for next generation 3D image sensing; Smart FD-SOI for ultra low power, energy efficient, and body biasing; smart partially depleted (PD) -SOI for high-performance computing markets. Soitec SA was incorporated in 1992 and is headquartered in Bernin, France.",2070.0,4.0,6.0,7.0,6.0,7.0,,,,,2299646464.0,55.7,149.65,84.214,,,746819968.0,-98032000.0,165314000.0,-0.282,-0.067,0.33958
IVA.PA,Biotechnology,Healthcare,"Inventiva S.A., a clinical-stage biopharmaceutical company, focuses on the development of oral small molecule therapies for the treatment of non-alcoholic steatohepatitis (NASH) and other diseases. Its lead product candidate is Lanifibranor, which is in Phase III clinical trial to treat NASH. The company also develops Odiparcil for the treatment of patients with mucopolysaccharidoses type VI. In addition, it has a pipeline of earlier stage programs in oncology and other diseases. The company was founded in 2011 and is headquartered in Daix, France.",123.0,8.0,9.0,5.0,9.0,8.0,,,,,185502240.0,1.434,4.3,2.2516,,,73404000.0,-49413124.0,-84723000.0,,-0.587,0.94376
PVL.PA,Auto Parts,Consumer Cyclical,"Plastiques du Val de Loire manufactures and sells plastic parts in Europe and North America. The company offers interior equipment for vehicles, such as cockpits, decoration products, and mechanisms; exterior appearance parts; technical front facades; seat parts; lighting and signaling products; and under-the-hood parts. It also manufactures plastic products for use in construction and electricity, household electrical appliances, multimedia, leisure and garden, and luxury/design markets. The company was founded in 1963 and is based in Langeais, France.",7000.0,,,,,,,,,2.13,262276064.0,1.14,3.33,1.416,0.14,1649203200.0,301927008.0,15557875.0,83768000.0,,-0.037,0.43153998
BALYO.PA,Specialty Industrial Machinery,Industrials,"Balyo SA designs, develops, and markets material handling robots worldwide. The company offers robotic pallet and reach trucks, tuggers, stackers, counterbalanced stackers, very narrow aisles, and autonomous mobile robots. Its products are used in intelligent pallet detection, barcode scanning, inter-building transport, push button configuration, machine interface, ERP interfacing, and palletizers; and WMS interface and 3D camera applications. The company serves 3PL, automotive, e-commerce, and consumer goods industries. Balyo SA was founded in 2004 and is headquartered in Arcueil, France. Balyo SA operates as a subsidiary of SVF II Strategic Investments AIV LLC.",169.0,,,,,,,,,,31526842.0,0.241,0.81,0.29112,,,24865400.0,-711475.0,-4720300.0,,-0.074,0.23851
,,,,,,,,,,,,,,,,,,,,,,,,,
RUI.PA,Oil & Gas Refining & Marketing,Energy,"Rubis engages in the operation of bulk liquid storage facilities for commercial and industrial customers in Europe, Africa, and the Caribbean. The company operates through Energy Distribution and Renewable Electricity Production segments. It is involved in the bulk liquid storage of fuels, biofuels, chemicals, and agrifood products; and retails and distributes fuels, heating oils, lubricants, liquefied gases, and bitumen, as well as provides logistics services comprising trading-supply, refining, and shipping activities. The company also engages in the production of photovoltaic electricity; provision of car wash services; and operation of convenience stores and quick-service restaurants across various service stations operated under the RUBiS and ViTO brands. It serves transportation, infrastructure, hotel, aviation, marine, and public works sectors. Rubis was incorporated in 1954 and is headquartered in Paris, France.",4594.0,5.0,2.0,5.0,7.0,3.0,1.98,0.0783,0.5614,6.61,4494938112.0,21.52,34.3,23.706,0.75,1730851200.0,2195732992.0,-157733632.0,607024000.0,-0.245,0.004,0.25294
BIM.PA,Diagnostics & Research,Healthcare,"bioMérieux S.A. develops and markets in vitro diagnostic solutions for the diagnosis of infectious diseases in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers CHROMID RANGE, a chromogen culture media; RAPIDEC CARBA NP biochemical test for the detection of carbapenemaseproducing bacteria; air, surface, and water monitoring systems; BACT/ALERT VIRTUO BACT/ALERT 3D, a blood sample culture system; BIOFIRE, a multiplex polymerase chain reaction (PCR) system; BIOFIRE SPOTFIRE Lowplex PCR point-of-care system; VITEK MS, a mass spectrometry system; VITEK 2, an automated Identification and antimicrobial susceptibility testing (AST) system; API RANGE standardized ID strips; VITEK REVEAL Rapid AST system; ETEST Gradient method on culture media; BIOMERIEUX EPISEQ CS whole genome sequencing solution for epidemiologic monitoring; and VIDASB·R·A·H·M·S PCTTM, a specific marker of severe bacterial infections/sepsis. It also provides Biomérieux vision suite, a software that provides actionable information to support diagnosis and clinical decision making; culture media and associated instruments; ARGENE Monoplex PCR tests; NUCLISENS ranges, a product for automation of the molecular biology laboratory and extraction; EMAG system For DNA and RNA extraction; ESTREAM, an automated preparation station for samples to process PCR tests; GENE-UP and VERIFLOW ranges for detection of microorganisms for the food industry. The company serves clinical and hospital laboratories, physicians, blood banks, vets, and industrial control laboratories. bioMérieux S.A. was formerly known as B-D Mérieux. The company was founded in 1963 and is headquartered in Marcy-l'Étoile, France. bioMérieux S.A. is a subsidiary of Institut Mérieux SA.",13409.0,4.0,7.0,9.0,8.0,8.0,0.85,0.0073,0.245,0.64,14081677312.0,88.25,117.6,105.705,0.85,1717718400.0,558499968.0,180712496.0,494600000.0,0.341,0.074,0.55718
URW.PA,REIT - Retail,Real Estate,"Unibail-Rodamco-Westfield is an owner, developer and operator of sustainable, high-quality real estate assets in the most dynamic cities in Europe and the United States. The Group operates 71 shopping centres in 12 countries, including 39 which carry the iconic Westfield brand. These centres attract over 900 million visits annually and provide a unique platform for retailers and brands to connect with consumers. URW also has a portfolio of high-quality offices, 10 convention and exhibition venues in Paris, and a 2.9 Bn development pipeline of mainly mixed-use assets. Its 50 Bn portfolio is 86% in retail, 6% in offices, 5% in convention and exhibition venues, and 2% in services (as at June 30, 2024). URW is a committed partner to major cities on urban regeneration projects, through both mixed-use development and the retrofitting of buildings to industry-leading sustainability standards. These commitments are enhanced by the Group's Better Places plan, which strives to make a positive environmental, social and economic impact on the cities and communities where URW operates. URW's stapled shares are listed on Euronext Paris (Ticker: URW), with a secondary listing in Australia through Chess Depositary Interests. The Group benefits from a BBB+ rating from Standard & Poor's and from a Baa2 rating from Moody's.",2531.0,2.0,2.0,1.0,1.0,1.0,2.5,0.0312,,,38605766656.0,64.22,82.16,75.058,2.5,1715644800.0,28538599424.0,-195812496.0,2051900032.0,,0.056,0.61641
WAVE.PA,Information Technology Services,Technology,"Wavestone SA provides consulting services in France and internationally. The company offers change and project management; compliance and resilience; core business software development; corporate finance, and HR, risk, and procurement; customer experience; cybersecurity; data and artificial intelligence; industry 4.0 and IoT; IT strategy and CTO advisory; operating model design and agility; SAP consulting; sourcing and services optimization; supply chain; and sustainability services. It serves the automotive and industry; banking; energy and utilities; government and international institutions; insurance; life sciences; retail, beauty, and luxury; and travel, transport, and logistics sectors. The company was formerly known as Solucom SA and changed its name to Wavestone SA in July 2016. Wavestone SA was incorporated in 1990 and is headquartered in Paris, France.",5856.0,2.0,5.0,4.0,8.0,4.0,0.38,0.0086,0.1402,0.67,1093066624.0,38.65,67.2,43.311,0.38,1722384000.0,84395000.0,112207128.0,83091000.0,-0.054,0.438,0.23934
